id,branch,verdict,reason_code,boundary_rule,confidence,rationale,first_verdict,recheck_verdict,decision
94,DB,FINAL_EXCLUDE,X4,,medium,"테헤란 1구 간선가로 교통경찰의 소음 노출(282지점 Leq·L10·Lmax·Lmin, 선량계; Table 2·3)과 경찰 본인·가족 설문의 기분 특성(인내/신경질)·불면·이명·업무 곤란 비율(Table 1, Fig. 2–5 [page 4–6])만 보고해 5도메인의 관찰 가능한 행태 결과가 없다(X4). 갈리는 지점: 혼잡/한산 교통량 간 Leq 차이(paired t-test, [page 3–4])를 역방향으로 볼 여지가 있으나 차량 교통량은 공간 이용자의 행태·활동이 아니라고 보았고, 직업 노출 집단이지만 노출 장소가 옥외 가로라 X2 는 적용하지 않았다.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
1143,DB,FINAL_EXCLUDE,X4,,medium,"이탈리아 돌로미티 보호구역 탐방로 4곳과 스코틀랜드 케언곰스 국립공원 탐방로(적격 기준 2의 레크리에이션 공간 충족)에서 사운드워크 참가자 88명이 28개 청취지점에서 작성한 설문 443부와 바이노럴 측정으로 ISO Pleasantness·Eventfulness를 음원 우세도·심리음향 지표로 설명한 연구다(Methods Sites·Participants, Table 3–5). 결과는 사운드스케이프 지각뿐이고, 제목·초록은 '방문객 행태가 소음을 만든다'고 해석하지만 방문객 수·군중밀도·활동 관찰 같은 행태 지표는 측정하지 않았으며 '사람 소리 우세도'(Q4.3, Table 8)는 지각된 음원이라 역방향(R3)의 행태 노출로 볼 수 없다(8월 CT 123 Mitchell et al. 2021의 X4 판정과 같은 구조). 역방향으로 읽힐 여지가 있어 confidence=medium.",FINAL_EXCLUDE,FINAL_EXCLUDE,1차·재판정 일치
485,DB,FINAL_EXCLUDE,X2,R1,high,"서울 양천구·울산 남구 초·중학생 918명을 대상으로 주거 건물 외벽 도로교통소음 Ldn(CadnaA 소음지도, Subjects and Methods 'Noise level')과 부모가 평정한 소음민감도를 CBCL 내재화·외현화·총 문제행동과 로지스틱 회귀로 분석한 역학 연구다(Table 5–7). 노출이 특정 옥외 공공공간과 연결되지 않은 거주지 단위이므로 R1에 따라 X2이며, 학교별 소음 수준 비교(Table 2–3)도 학교 단위다. CBCL 문제행동은 정신건강 척도라 5도메인 행태 결과도 아니다(X4 해당).",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
1305,DB,FINAL_INCLUDE,,,low,"독일 도시녹지에서 연중 그린운동을 하는 408명의 온라인 설문(Materials and methods p.2–3)으로, 자연 요소 중 '자연의 소리' 중요도가 가장 높았고(76.3%, p.5·Fig. 2) 이 중요도가 강수·한파 시 그린운동 활동과 약한 양의 Spearman 상관을 보여(ρ=0.151**·0.170**, Table 4 p.6) 음(지각·선호) 지표–activity 행태의 정량 관계가 보고됐다. 다만 음 변수가 실제 음환경 노출이 아니라 이상적 도시녹지 속성에 대한 단일 중요도 문항이고 기상조건별 활동 문항의 형식이 보고되지 않아 X3(음환경 노출 없음)으로 볼 여지가 있다. 8월 804(운동 행태×음 선호 설문 포함) 선례에 맞춰 포함하되 confidence=low.",FINAL_INCLUDE,FINAL_INCLUDE,1차·재판정 일치
CT0142,CT,SENS_ONLY,,R2,low,"마드리드 레티로 공원 방문객 191명 현장 설문과 14개 지점 SLM 측정(§2.2–2.3, Table 2)으로 음원별 쾌·불쾌 평가(Table 4)·소음 성가심(Table 5)과 공원 내 소음저감 프로그램 지불의사(WTP, §2.4·§3.3·Table 7)를 조사했다. 행태 관련 결과는 소음저감 지불의사뿐이고 방문 목적(Table 3)은 음환경과 연결되지 않은 기술통계라 R2에 따라 SENS_ONLY로 판정했다. WTP 모형에는 소득만 들어가 음 지표–WTP 관계가 검정되지 않았고(§3.3) 혼잡 구역의 높은 LAeq를 방문객 활동 탓으로 본 해석(§3.1·§4)도 군중 미측정 추론이라 X4 배제 여지가 있어 confidence=low.",SENS_ONLY,SENS_ONLY,1차·재판정 일치
831,DB,FINAL_EXCLUDE,X2,,medium,"BBC 팟캐스트 Forest 404 청취자 7,596명을 대상으로 한 온라인(nQuire) 실험으로, 5개 바이옴(영국 숲·해안·농촌, 열대우림, 수중)의 자연음 40초 자극을 무작위로 들려주고 분석은 바이옴을 합쳐 음 유형(A 비생물음·B 생물음·C 시 낭송) 구성만 비교했다(§2.2·§2.4, Table 1) — 옥외 공공공간 이용자나 공공공간 장면 재현(P1)이 아닌 일반 자연음 청취라 X2. 결과도 지각된 회복 잠재력(§2.5.1)과 'Pan이 되어 음원 파일을 보관/삭제'하는 가상 결정인 보존 동기(§2.5.2; 저자도 실제 결과가 없는 가설적 행동이라 인정 §4.2)뿐이라 5도메인 행태가 없다(X4 해당). 갈리는 지점: 보존 동기를 친환경 행동 의도(R2→SENS_ONLY)로 볼 여지가 있으나 공간 이용과 무관한 아카이브 역할극 선택이라 배제.",FINAL_EXCLUDE,FINAL_EXCLUDE,1차·재판정 일치
556,DB,FINAL_EXCLUDE,X2,R1,high,"광저우 35개 주거 근린 주민 1,029명 설문(§3.1 [page 3])으로 근린 중심 1 km 버퍼 NDVI→5개 매개변수→WHO-5 정신웰빙을 SEM으로 분석한 역학 연구다. 소음은 '거주 근린의 소음 수준 만족도' 문항이 대기오염과 묶인 잠재변수 '지각된 오염'의 한 지표일 뿐이고(§3.2.3 [page 4], Table 2 [page 6]) 여가 보행시간(주당 시간)은 특정 공공공간과 연결되지 않은 병렬 매개변수로, 소음→보행 경로가 모형에 없다(Fig. 3, Table 3 [page 6–7]) — 거주지 소음×공간 비특정 신체활동·건강 연구라 R1(X2)이며 X3 도 해당. 코퍼스와 표본 공유 없음.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
CT0223,CT,FINAL_INCLUDE,,R3,low,"탈린·헬싱키 도시 녹지 4곳(60–150 ha) 현장 방문객 802명 설문(§3.1–3.2, Table 1 [page 3])에서 계획 체류시간·방문 이력·자연탐방로/안내판/탐조대 이용을 예측변수로 해당 장소의 '자연의 소리 듣기' 만족도(A10)를 순서 로지스틱으로 분석해 5시간 초과 체류가 만족도를 높였다(Table 5: coef 1.35**, OR 3.9; §4.2 [page 5]) — 이용자 행태→사운드스케이프 평가 역방향(R3)으로, 8월 선례 539·761·CT0007(체류시간·방문빈도→사운드스케이프 평가)과 같은 구조다. 갈리는 지점: 결과가 음원 지각이 아니라 자연관찰 활동 기회에 대한 5점 단일 만족 문항이고 음향 측정이 없으며 논문 초점이 자연관찰 전반이라 X3(행태→음환경 경로 없음)로 볼 여지가 있다. 코퍼스와 표본 공유 없음(951 헬싱키 Strava 와 무관).",FINAL_INCLUDE,FINAL_INCLUDE,1차·재판정 일치
972,DB,FINAL_EXCLUDE,X3,,medium,"NYC 2167개 센서스트랙에서 Open Streets 지정 면적 비율과 311 가로/보도·차량 소음 민원(소음 성가심 대리지표) 간 연관을 음이항 혼합모형으로 추정했고(§2.2–2.5), Open Streets 10%에서 가로/보도 민원 RR 1.21(95% CI 1.04–1.42)이었다(Abstract, §3.1). 그러나 노출은 행정 지정 구간의 면적 비율일 뿐 이용자의 보행·여가 활동은 측정되지 않았고, 저자도 실제 운영 여부조차 모르는 intention-to-treat 분석이라고 밝혀(§4 한계) 이용자 행태→음환경 경로는 가정에 머문다. 공공공간을 여가 이용으로 전환한 정책(space-use)을 활동 노출로 보고 민원을 음환경 평가로 읽으면 역방향 포함(R3)으로도 볼 수 있어 판단이 갈린다.",FINAL_EXCLUDE,FINAL_EXCLUDE,1차·재판정 일치(코드 X4→X3: 번호 순서)
484,DB,FINAL_EXCLUDE,X2,R1,medium,"§2.5 [page 4] 에서 소음은 거주지 주소에 LUR 로 부여한 주간 Lday(주택 실내·근린 성가심과 함께)이고, 신체활동은 SQUASH 자기보고 통근·여가 보행·자전거 에너지소비량(장소 비특정)으로 GHQ-12 정신건강에 이르는 SEM 매개변수일 뿐이다(Table 2 path 3·26 Lday→EA→RQ→PA 는 p=0.059·0.051 비유의 [page 7–8]) — 거주지 소음×공간 비특정 PA·정신건강 역학 연구로 R1(플로브디프 의대생 720명, 2017). 갈림: 같은 연구진 구조의 nft 489 는 R1 배제였으나 8월 코퍼스 uid 1226(불가리아 거주지 Lden×IPAQ PA)은 포함되어 선례가 엇갈림; 표본은 1226(4,640명)과 다름.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
1275,DB,FINAL_EXCLUDE,X3,,high,"포르투갈 전국 온라인 설문(927명, §2.1 [page 3])으로 녹지 이용빈도·방문 동기·거리(§3.3, Fig. 5·6 [page 8–9])와 생태계서비스 인식·정책 지지를 분석했으나, 음환경은 초록 [page 1] 에 '도시 소음 저감'이 인식된 조절 서비스 항목으로 한 번 언급될 뿐 노출로 측정·분석되거나 이용 행태와 연결되지 않는다(본문에 noise·sound 분석 없음). 행태 결과(방문빈도)는 있으나 음환경 경로가 없어 X3.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
CT0108,CT,FINAL_EXCLUDE,X3,,high,"에든버러·류블랴나 광장·공원 17곳의 행태지도·GIS 관찰(각 105·106회, Methodology [page 3–5])로 스케이트보드 활동 공간 치수(Fig. 5·6 [page 7–8])와 공원 내 활동 간 완충지대(Fig. 7·8 [page 9–10])를 분석한 연구로, 기록 속성은 활동 유형·지속시간·연령·성별·이동방향·날씨·시간대뿐이고 소리·소음·음향 변수는 전문 어디에도 없다. 공간 이용(space-use) 행태는 있으나 음환경 노출·역방향 경로가 없어 X3.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
OAS0001,OAS,FINAL_EXCLUDE,X4,,high,"홍콩 도시공원·오픈스페이스 70곳(92지점)의 24시간 소음·15분 LAeq 406회 측정과 MITHRA 소음지도(§2 [page 4], §5 Fig. 3–6·Table VII [page 11–14])를 대기질·중금속 먼지와 함께 기술한 환경 모니터링 연구로, 사람 참가자나 이용자 행태 자료가 전혀 없다. 대화 방해 가능성은 WHO 55 dB 기준에 근거한 추정(§5 [page 11, 15])이고 방문객 만족·휴식·사교 이용은 별도 연구(Lam et al. 2004 연구 모노그래프, §7 [page 16–17])의 인용일 뿐이라 X4(음환경 노출은 측정되어 X3 아님). 해당 모노그래프는 보고서라 인용 추적해도 X6.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
1203,DB,FINAL_EXCLUDE,X2,,medium,"MobiliSense 코호트 259명(§2.1·§2.4.1)이 4일간 개인 소음계(SV 104A)·GPS 를 착용해 거주지·직장·상업·여가·보행·자동차·자전거·지상/지하 대중교통 9개 범주의 시간 배분이 하루 개인 소음노출(LAeq,24h)에 미치는 영향을 등시간 대체모형으로 추정한 노출평가 역학 연구로(§2.2–2.3, §3, Table 2·4·5), 분석 공간이 실내 거주지(하루 평균 810분)·직장·차량 내부를 포함한 하루 전체 미시환경이며 특정 옥외 공공공간과 연결되지 않아 X2. 방향도 활동·통행수단 → 개인 노출량이어서 행태가 음환경을 형성하거나 사운드스케이프 지각·평가에 미치는 역방향 경로가 아니다. 판단 갈림: 보행·통행수단(movement)과 소음을 함께 다뤄 8월 '소음–통행수단 선택' 선례와 닮았으나 소음이 수단 선택에 미친 영향은 분석하지 않음; 파일은 HAL 저자 원고판([page 1], 게재 서지 JESEE 2025 36:89–100 표기)으로 내용으로 판정.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
387,DB,FINAL_EXCLUDE,X5,,high,"사운드스케이프 현장 자료의 다차원·동기 수집 방법론(3개 entity·13개 component, 설문·음향측정·녹음·사진·360° 영상 절차, §2–§4)을 제안하는 논문으로, §5 에서 4개 도시 30개 옥외 환경 580사례에 적용했다고 기술하지만 §6 은 가능한 산출물을 나열할 뿐 '구체 결과는 본 논문 범위 밖'이라 명시한다([page 8]). 설문(Table 1)에 방문빈도·수행 활동 문항이 있으나 음환경과의 관계 분석·결과가 전혀 없어, 1215 선례처럼 방법론 제안만인 비실증 연구 X5.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
888,DB,FINAL_INCLUDE,,R3,medium,"중국 쑤저우·영국 셰필드 도시 공공공간 4곳 이용자 23명 현장 심층면접의 근거이론 질적 연구로(§2.1·Table 1), §3.4.2·§4·§5 에서 사회관계(친구·가족·연인)에 따라 달라지는 활동 'image'가 사운드스케이프 선호를 좌우한다(활동을 지원하는 소리를 선호)는 역방향 결과를 도출해 R3 로 포함하며, §3.3.3 의 원치 않는 소리에 대한 회피(장소를 떠남)·불평 전략은 자기보고 순방향 행태다. 판단 갈림: 주목적은 지각 구조 도출이고 행태 관련 근거가 소수 코드(a4·a13·a14·a77·a85·a91·a97·a98)에 기대어 X4 로 볼 여지가 있음. 표본 공유 의심: CT0184(동일 저자 Cao & Kang·동일 현장 Peace Garden·Guanqian Square; CT0184 설문은 2017년 4–7월, 본 면접은 2018년 1–3월이라 별개 표본일 가능성이 높음).",FINAL_INCLUDE,FINAL_INCLUDE,1차·재판정 일치
615,DB,FINAL_EXCLUDE,X2,,high,"브라질 UFJF 캠퍼스에서 옥외 32·실내 11지점 소음을 측정했으나(§3.2), 설문(140명)은 실내 11개 지점(강의실·도서관 열람실·교직원 사무실)을 점유한 이용자에게만 실시되었고(§3.3 [page 5], §4.2 [page 7]) 행태 결과(문·창문 닫기, 조용히 해달라고 요청, 실내 다른 자리로 이동 — §4.2 [page 9–10])도 모두 실내 공간에 관한 것이다. 옥외 캠퍼스 공간 이용자의 행태는 측정되지 않아 실내 공간 연구 X2.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
444,DB,FINAL_EXCLUDE,X2,,medium,"영국 남서부 메니에르병 환자 20명과 배우자 8명을 주로 자택에서 심층 서사면접해 청력손실·이명·청각과민이 일상 사운드스케이프와 정서에 미친 영향을 주제분석한 질적 연구다(A narrative approach [page 6], Table 1). 소리 때문에 생긴 행태 서술(카페·바·식당에서의 사회적 철수 [page 11], 조용한 구석·덜 붐비는 시간·야외 좌석 선택 [page 12–13, 15–16], 합창단 탈퇴 [page 9])은 실내 상업시설·직장·자택·차량 맥락이 대부분이고 옥외 공공공간 이용자를 대상으로 하지 않아 X2로 판정했다. 갈리는 지점: 옥외 언급(개 산책 중 자전거 벨 방향 혼동 [page 8], 다트무어 국립공원에서 이명이 더 두드러짐 [page 10])과 소음 회피형 공간 이용 조정을 질적 space-use 행태로 볼 여지가 있으나, 노출도 주로 신체 내부음(이명)이다.",FINAL_EXCLUDE,FINAL_EXCLUDE,1차·재판정 일치
1239,DB,FINAL_EXCLUDE,X2,,high,"뉴욕 4일 여행 3회에 참가한 72명의 심박(Garmin)·GPS·보청기 SPL/SNR 을 연속 기록하고, SPL×SNR 삼분위와 심박 동기화(heart rate ISC)의 관계를 선형모형으로 분석했다(Results 'The effect of sound environment', Fig. 5b; Methods 'Modeling the effects of sound environment'). 음환경 분석은 강연·공연·식당·루프탑 리셉션 등 실내 위주의 그룹 기간을 옥외 여부 구분 없이 합쳤고 참가자가 상당 시간 실내에 있었다고 밝혀(Discussion 한계, Fig. 1c) 옥외 공공공간 이용자 연구가 아니다(X2). 결과도 생리 지표인 심박 동기화라 X4에 해당하며 근접도·활동 맥락은 음환경의 결과가 아닌 조건 변수다 — 코드 선택(X2/X4)만 갈리고 배제는 견고하다.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
104,DB,FINAL_INCLUDE,,R3,medium,"6개국 19개 도시 옥외공간 현장 설문(유럽 9000여 명·중국 800여 명, §II.A·Table I)에서 이용 행태 요인 B1–B7(이어폰·독서/필기·응시·이동상태·방문빈도·방문이유·동행, Table II)과 주관적 음량 평가의 관계를 사이트별 상관·t검정·χ²로 분석했고(Table III, §II.C), 음향 쾌적성 평가(§II.D)와 ANN 입력변수(Table IV–IX)에도 썼다. 이용 행태→사운드스케이프 평가의 역방향이라 R3 포함(선례: 코퍼스 123, nft_06 713). 행태는 예측변수 선별에만 쓰였고 유의성이 사이트별로 제한적이며(B3 7/19, B6 7/16, B5 5/19) 방향도 일관되지 않아 medium. 표본 공유 의심: 123 (Yu & Kang 2010, 같은 19개 사이트 조사). txt 추출본은 Table III 음수 부호를 잃어 원 PDF 글리프로 부호를 복원해 기록했다.",FINAL_INCLUDE,FINAL_INCLUDE,1차·재판정 일치
499,DB,FINAL_INCLUDE,,R3,medium,"중국 지난 Jinan Forest Park(69.5 hm²) 14개 식재공간 지점에서 계절별 LAeq 측정·연구자 사운드워크·이용객 1260명 면접을 수행했고(§2.1–2.2), Table 3 에서 방문빈도가 자연음 선호(새소리 0.263*, 나뭇잎 소리 0.300**, 시냇물 0.278*)와 양의, 아이들 노는 소리 선호(-0.276*)와 음의 Spearman 상관을 보여(§3.2) 이용 행태→사운드스케이프 평가의 역방향(R3)으로 포함했다(선례: 코퍼스 123·761, nft_06 713). 행태 지표가 방문빈도 하나뿐이고, 인간 활동이 LAeq 일변화를 만든다는 서술(§3.1)은 활동을 측정하지 않은 해석이라(선례 nft_02 CT0034) medium; 상관 분석의 n 은 보고되지 않았다. 코퍼스 v4 와 표본 공유 없음.",FINAL_INCLUDE,FINAL_INCLUDE,1차·재판정 일치
692,DB,FINAL_EXCLUDE,X2,,high,"케냐 나쿠루·태국 우돈타니 13개 근린 주민 설문(1,115명, Table 1 [page 6–7])에서 소음은 11개 사회·환경 요인 중 하나로 '근린 조건이 본인 웰빙에 미치는 영향'을 4점 척도로 물어 객관적 웰빙 합산점수에 넣었을 뿐이며(Assessments of Objective Wellbeing [page 5–6]·Fig. 2), 특정 옥외 공공공간과 연결되지 않은 거주 근린 단위 노출이다(선례 newft 46 과 같은 구조로 X2). 녹지·공공공간 이용시간(Table 2 [page 7])과 시장↔공원 트랜섹트 보행 전후 기분(UWIST MACL, [page 5])은 소음과 함께 분석되지 않았고 음향 측정도 없어(Limitations [page 13]) X3·X4 에도 해당한다.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
1002,DB,FINAL_EXCLUDE,X3,,medium,"이슬라마바드 CUST 학부생 565명 통학수단 설문(§3 [page 5], Fig. 3·Table 4 [page 7, 11])은 movement 행태이나, '교통소음 오염'은 문헌값으로 가정한 차종별 엔진음(자동차 55·밴 60·오토바이 90·버스 80 dBA)에 학생 수를 곱해 dBA 를 산술 합산한 가상 계산(§5.4·Table 8 [page 15])일 뿐 측정·조작된 음환경이 없고, 통학수단 선택을 소음과 관련지어 분석하지도 않아 X3. 갈리는 지점: '통학수단(행태)→교통소음'을 역방향 경로로 볼 여지가 있으나 결과가 실제 음환경이 아닌 시나리오 산술치라 인정하지 않았고, 이 부분만 보면 X5(순수 시뮬레이션)로도 볼 수 있다.",FINAL_EXCLUDE,FINAL_EXCLUDE,1차·재판정 일치
1191,DB,FINAL_INCLUDE,,,low,"조정(1차 포함 low ↔ 재판정 배제 X4): §2.1 에 카메라·위치기기로 관광객 체류시간·사진 촬영 빈도를 표본 지점별로 기록했다고 명시했고, §4 에서 자연음 구역의 높은 쾌적·고요 점수와 긴 체류·잦은 촬영의 상관을 보고한다. 행태를 측정했으나 결과 수치를 보고하지 않은 경우이므로 적격성으로 배제하지 않고(결과 보고 여부로 적격성을 정하지 않음) 보고 결함을 품질평가·서술에 반영한다.",FINAL_INCLUDE,FINAL_EXCLUDE,불일치 조정
639,DB,FINAL_EXCLUDE,X3,,medium,"밀라노 9구 도로망의 소음측정기 24개와 로마 A90 순환고속도로의 측정기 3개로 2019·2020년 봉쇄 전후의 Lden·Lnight와 ANE 비율을 비교하고(§3.1–3.2, §4.2–4.3, Table 1–2), A90 교통량(§4.1)과 주거인구 노출 소음대역(§5)을 분석한 센서 연구로, 사람 대상 응답이나 행태 측정이 없다. 음환경이 이용자 행태에 미치는 분석이 없고, 역방향으로 볼 만한 교통량 감소→소음 저감은 도로교통 소음 배출 관계이며, 밀라노 ANE 감소를 '사람 활동 부재' 때문이라고 한 설명(§3.2)도 저자 추정에 그친다. 따라서 이용자 행태→공공공간 음환경 경로가 측정되지 않은 X3으로 배제한다. 가로 활동을 관찰로 기록해 포함된 봉쇄 선례 762와 다르며, 로마 대상지가 고속도로이고 노출평가가 주거 단위라 X2로 볼 여지도 있다.",FINAL_EXCLUDE,FINAL_EXCLUDE,1차·재판정 일치(코드 X4→X3: 번호 순서)
823,DB,FINAL_EXCLUDE,X4,,medium,"벨기에 겐트 Zuidpark 벤치 뒤 스피커로 자연음 증강 사운드스케이프를 재생한 리빙랩 현장실험(165명, §3.1–3.3)으로, 결과는 증강 전후 음환경 평가(SQ1–SQ4, §4.3·Fig. 7·Table 3)와 앱 조작 지표(음원 선택·Volume Sum·조작 횟수·소요 시간, §4.1·§4.5–4.6·Table 4–7)뿐이다. 앱 조작은 선호 음원·볼륨을 고르는 선호 표현이지 공원 내 이동·체류·공간이용·사회·활동 행태가 아니고, Volume Sum–Delta Appreciation 상관(Table 6)은 본인이 아닌 다른 방문객이 만든 사운드스케이프 평가와의 연관이라(§4.3) 행태→음환경 역방향 경로로도 성립하지 않아 X4로 판정했다. 갈리는 지점: 방문객이 앱으로 공원 음환경을 직접 형성한다는 점과 조사원이 기록한 웃음·집단 반응(§4.4, 체계적 측정 아님)을 행태로 볼 여지가 있어 medium이며, 같은 실험의 자매 논문(Van Renterghem et al., 참고문헌 [17])은 인용추적 스크리닝에서 지각 결과만으로 배제됐다(코퍼스 표본 공유 없음).",FINAL_EXCLUDE,FINAL_EXCLUDE,1차·재판정 일치
1172,DB,SENS_ONLY,,R2,medium,"통저우 대운하 국가문화공원 4개 공원 12개 지점 사진과 현장 녹음 16개 음원(55 dB(A) 정규화)을 실험실에서 헤드폰으로 제시하고 전문가 172명이 음원 선호·장소애착·보호 행동을 평정해 SEM으로 분석한 연구다(Audio-visual interaction experiment, Experimental process, Table 2–4, Table 8–9). 옥외 장면의 실험실 재현(P1, DB 경로)이지만 행동 결과가 'I will comply/advise/donate/participate' 등 의도형 자기보고 친환경·유산보존 행동 척도뿐이라(Table 3) R2에 따라 SENS_ONLY이며, 8월 선례 469(관광 사운드스케이프 감정–PEB 척도, R2)와 같은 처리다. 초록의 '현장 측정·설문·인터뷰'는 본문에서 자극 녹음 외 현장 자료로 보고되지 않았고, 표본이 방문객이 아닌 전문가라는 점도 한계다(코퍼스 표본 공유 없음).",SENS_ONLY,SENS_ONLY,1차·재판정 일치
80,DB,FINAL_INCLUDE,,R3,high,"독일·그리스·이탈리아·스위스·영국·중국 19개 도시 옥외 공공공간(광장·정원·공원·해안·가로) 이용자 10,031명(Table I) 현장 면접에서 조사원이 관찰한 행태(이어폰 착용·읽기/쓰기·보기·앉기/서기/걷기/아이와 놀기/운동, §II)가 음 수준 평가에 미치는 영향을 부지별 t 검정·Spearman 상관으로 분석했다(§V, Table VII–IX). 행태→사운드스케이프 지각 평가의 역방향 연구이므로 R3에 따라 FINAL_INCLUDE이며, 보기 행태는 7개소에서 유의(Table IX)하고 이어폰·읽기/쓰기·이동 활동은 대체로 비유의였다. 코퍼스(corpus_v4)와의 표본 공유는 확인되지 않았으나, Table I의 유럽 14개소 합계 9,200명은 같은 배치 CT0017(Yang & Kang 2005, 유럽 14개소 9,200건)과 동일 조사 자료다.",FINAL_INCLUDE,FINAL_INCLUDE,1차·재판정 일치
CT0017,CT,FINAL_EXCLUDE,X4,,high,"유럽 5개국 14개 도시 옥외 공공공간에서 2001–2002년 9,200건 면접과 면접별 1분 Leq 측정(§2, Table 2)으로 음 수준 평가·음향 쾌적성과 Leq·배경음(Leq90)·음원 유형(분수·철거음·음악)·연령·성별의 관계를 분석했으나(§3.1–3.4, Fig. 1–5, Table 3–4) 결과는 지각 평가뿐이다. 이용자 활동은 음원 목록·부지 기술(§2, Table 1)과 음악 선호가 연주자 활동과 관련된다는 서술(§3.3)로만 언급되고 행태 변수 분석이 없어 X4로 판정했다. 같은 배치 80(Yu & Kang 2008)과 동일한 유럽 14개소 조사 자료다(코퍼스 표본 공유 없음).",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
709,DB,FINAL_INCLUDE,,R3,high,"미국 뮤어우즈 국립기념물 탐방로(적격 기준 2의 레크리에이션 공간)에서 '조용히 행동하기' 안내판 19개를 주 단위로 설치·미설치 교대한 현장실험으로(§2.1 [page 4]), 13개 ARU 측정 일평균 L50가 설치 주에 40.8→39.6 dB(A)로 낮아지고 방문객 수(보정 계수기)–시간별 L50 GAM에서 처치 효과가 유의했다(§3.1 [page 7–8], Figure 2a). 이용자 행태(방문객 수·정숙 행동 유도)가 측정 음환경과 자연음 청취·조류 다양성 지각을 바꾸는 역방향 경로이고(R3), 조건 간 보행속도 관찰(§2.3 [page 7]·§3.3 [page 8])도 있어 포함한다. 조류 조사(§2.2·§3.2)는 야생 대상 성분이지만 방문객 대상 결과가 병행되므로 X1이 아니며, 코퍼스에 뮤어우즈 표본 연구는 없어 표본 공유 의심 없음.",FINAL_INCLUDE,FINAL_INCLUDE,1차·재판정 일치
55,DB,FINAL_EXCLUDE,X2,,low,"스웨덴 예테보리 Västra Bräckevägen 인근 단독주택지(개인 정원 200–400 m², §III.A [page 2]) 주민 142명(1997)·120명(1999) 종단 설문으로, 룬드비 터널 개통 후 교통량 90% 감소(LAeq,24h 67→55 dB, Table III [page 5])에 따른 성가심·활동 방해·수면·심리사회 증상 변화를 본 자연실험이다. 행태에 가까운 결과는 '정원에서 보내는 시간 증가 40% vs 대조 1%'·'창문 개방 증가 45% vs 5%'(§IV.B [page 5])와 테라스·파티오 이용 방해(Table IV [page 6])인데 모두 사유지 정원·주택 창문이라 옥외 공공공간이 아니고(X2), 활동 방해 문항은 '활동 중 성가심 비율'이라 행태보다 성가심에 가깝다(X4 해당 가능). 갈리는 지점: 8월 71(Gidlöf-Gunnarsson & Öhrström 2007, 주거지 소음×주변 녹지 이용 포함)과 같은 연구군이고 주거 옥외 체류 증가를 staying 행태로 보는 해석이 가능해 confidence=low. 표본은 71과 다른 지역·시기라 공유 의심 없음.",FINAL_EXCLUDE,FINAL_EXCLUDE,1차·재판정 일치
251,DB,FINAL_EXCLUDE,X4,,high,"불가리아 플로브디프 'Tzar Simeon Garden' 공원 고령 방문객 97명 횡단 면접 설문으로(Method [page 9–12]), 결과변수는 건강불안(14-item SHAI)이며 '새소리 감상'(7점 Likert)과 주간 방문 횟수·방문 연수는 모두 SHAI의 예측변수로만 위계적 회귀에 투입됐다(Results [page 15–18], Table 1 [page 34]). 새소리 감상과 방문·체류 행태 사이의 관계는 분석·보고되지 않아 음–행태 결과가 없다(X4). 파일은 제목이 서지와 약간 다른 accepted manuscript 판('Elderly citizens visiting urban parks, health anxiety…', [page 1])이며 내용으로 판정했다.",FINAL_EXCLUDE,,1차 유지(재판정 대상 아님)
1013,DB,FINAL_EXCLUDE,X4,,medium,"나이지리아 라고스 Festac Town 고령자 13명이 Our Voice 시민과학 방식으로 근린 보행로·공원 등을 걸으며 사진 156장·코멘트 151건을 수집하고 신체활동 촉진·장벽 요인을 범주화한 질적 연구다(Research Design and Methods; Results). 음 관련 내용은 Table 2 장벽 하위범주 'Noise pollution from uncontrolled social/religious activities' 한 줄과 초록 언급뿐으로 해당 사진·인용·행태 서술이 없고, 결과는 지각된 신체활동 장벽의 범주화라 관찰 가능한 행태 결과가 없다(X4; nft_01 1315 '지각된 보행 장벽' X4 선례). 소음이 신체활동 참여를 막는다는 자기보고로 읽으면 activity 도메인 질적 포함 여지가 있어 confidence=medium.",FINAL_EXCLUDE,FINAL_EXCLUDE,1차·재판정 일치
